item_id,transaction_id,product_id,quantity,unit_price,subtotal
72,25,9,4,811.54,3246.16
73,26,38,4,95.37,381.48
74,26,25,4,420.95,1683.8
75,26,2,5,832.81,4164.049999999999
76,27,1,4,608.99,2435.96
77,27,24,3,915.8,2747.3999999999996
78,28,42,3,405.03,1215.09
79,28,9,4,811.54,3246.16
80,28,15,4,733.98,2935.92
81,28,24,1,915.8,915.8
82,28,7,5,48.86,244.3
83,29,27,2,276.5,553.0
84,29,13,4,23.65,94.6
85,29,12,3,776.83,2330.4900000000002
86,30,45,5,264.88,1324.4
87,31,18,5,335.55,1677.75
88,31,12,1,776.83,776.83
89,31,6,2,633.3,1266.6
90,31,48,3,196.02,588.0600000000001
91,32,21,3,970.77,2912.31
92,33,13,3,23.65,70.94999999999999
93,33,37,5,615.34,3076.7000000000003
94,33,12,3,776.83,2330.4900000000002
95,33,43,3,553.59,1660.77
96,34,32,3,898.66,2695.98
97,35,28,3,443.75,1331.25
98,35,35,1,397.69,397.69
99,36,14,2,162.85,325.7
100,36,31,3,756.97,2270.91
101,36,12,3,776.83,2330.4900000000002
102,36,27,5,276.5,1382.5
103,37,44,5,555.7,2778.5
104,37,14,5,162.85,814.25
105,37,37,1,615.34,615.34
106,37,22,2,69.0,138.0
107,38,7,2,48.86,97.72
108,38,35,5,397.69,1988.45
109,38,45,5,264.88,1324.4
110,38,48,2,196.02,392.04
111,38,30,2,562.44,1124.88
112,39,25,2,420.95,841.9
113,39,38,4,95.37,381.48
114,39,29,2,604.08,1208.16
115,39,3,1,754.16,754.16
116,39,29,1,604.08,604.08
117,40,44,3,555.7,1667.1000000000001
118,40,6,3,633.3,1899.8999999999999
119,40,44,3,555.7,1667.1000000000001
120,41,1,5,608.99,3044.95
121,41,10,1,647.19,647.19
122,41,34,3,933.72,2801.16
123,42,37,5,615.34,3076.7000000000003
124,42,33,1,152.92,152.92
125,42,18,4,335.55,1342.2
126,43,42,1,405.03,405.03
127,43,34,3,933.72,2801.16
128,43,42,4,405.03,1620.12
129,43,46,1,889.39,889.39
130,44,35,4,397.69,1590.76
131,44,7,5,48.86,244.3
132,45,28,1,443.75,443.75
133,45,28,4,443.75,1775.0
134,45,33,4,152.92,611.68
135,45,44,3,555.7,1667.1000000000001
136,46,23,5,485.18,2425.9
137,46,3,5,754.16,3770.7999999999997
138,47,50,5,234.46,1172.3
139,47,32,3,898.66,2695.98
140,48,4,4,886.75,3547.0
141,48,50,3,234.46,703.38
142,49,12,4,776.83,3107.32
143,49,22,2,69.0,138.0
144,49,6,4,633.3,2533.2
145,49,30,3,562.44,1687.3200000000002
146,49,33,3,152.92,458.76
147,50,31,2,756.97,1513.94
148,51,38,2,95.37,190.74
149,51,41,1,299.23,299.23
150,52,29,4,604.08,2416.32
151,52,42,3,405.03,1215.09
152,53,24,2,915.8,1831.6
153,54,3,4,754.16,3016.64
154,54,27,4,276.5,1106.0
155,55,37,4,615.34,2461.36
156,55,43,5,553.59,2767.9500000000003
157,55,8,4,909.42,3637.68
158,56,30,5,562.44,2812.2000000000003
159,56,31,5,756.97,3784.8500000000004
160,56,15,5,733.98,3669.9
161,56,8,3,909.42,2728.2599999999998
162,56,47,1,544.74,544.74
163,57,19,1,128.16,128.16
164,57,27,2,276.5,553.0
165,57,5,5,330.86,1654.3000000000002
166,58,30,2,562.44,1124.88
167,58,49,5,857.98,4289.9
168,59,17,3,761.65,2284.95
169,59,44,1,555.7,555.7
170,59,18,5,335.55,1677.75
171,59,20,2,377.22,754.44
172,60,36,2,663.94,1327.88
173,60,24,5,915.8,4579.0
174,60,11,3,51.63,154.89000000000001
175,60,42,1,405.03,405.03
176,60,11,2,51.63,103.26
177,61,11,5,51.63,258.15000000000003
178,61,3,3,754.16,2262.48
179,62,47,5,544.74,2723.7
180,62,45,4,264.88,1059.52
181,62,9,5,811.54,4057.7
182,63,37,3,615.34,1846.02
183,63,1,4,608.99,2435.96
184,63,23,1,485.18,485.18
185,63,48,4,196.02,784.08
186,64,22,3,69.0,207.0
187,64,50,2,234.46,468.92
188,64,49,3,857.98,2573.94
189,64,17,1,761.65,761.65
190,64,21,1,970.77,970.77
191,65,31,1,756.97,756.97
192,65,3,1,754.16,754.16
193,66,28,3,443.75,1331.25
194,66,1,3,608.99,1826.97
195,66,25,1,420.95,420.95
196,66,33,2,152.92,305.84
197,67,16,4,838.54,3354.16
198,67,18,3,335.55,1006.6500000000001
199,67,34,4,933.72,3734.88
200,67,2,1,832.81,832.81
201,68,15,5,733.98,3669.9
202,68,2,4,832.81,3331.24
203,68,39,3,171.02,513.0600000000001
204,68,4,2,886.75,1773.5
205,69,30,4,562.44,2249.76
206,69,3,1,754.16,754.16
207,70,11,5,51.63,258.15000000000003
208,70,13,1,23.65,23.65
209,71,10,3,647.19,1941.5700000000002
210,71,24,1,915.8,915.8
211,71,14,5,162.85,814.25
212,72,34,4,933.72,3734.88
213,72,42,3,405.03,1215.09
214,72,11,2,51.63,103.26
215,73,37,2,615.34,1230.68
216,73,11,5,51.63,258.15000000000003
217,73,12,2,776.83,1553.66
218,73,40,1,323.09,323.09
219,73,19,2,128.16,256.32
220,74,32,1,898.66,898.66
221,74,14,5,162.85,814.25
222,74,3,2,754.16,1508.32
223,74,12,5,776.83,3884.15
224,75,47,1,544.74,544.74
225,76,43,1,553.59,553.59
226,76,17,3,761.65,2284.95
227,76,6,4,633.3,2533.2
228,76,16,2,838.54,1677.08
229,77,10,3,647.19,1941.5700000000002
230,77,44,3,555.7,1667.1000000000001
231,77,34,5,933.72,4668.6
232,77,7,5,48.86,244.3
233,78,42,5,405.03,2025.1499999999999
234,78,45,3,264.88,794.64
235,78,27,2,276.5,553.0
236,79,48,5,196.02,980.1
237,79,45,1,264.88,264.88
238,79,27,3,276.5,829.5
239,79,46,5,889.39,4446.95
240,80,19,5,128.16,640.8
241,80,33,2,152.92,305.84
242,80,39,1,171.02,171.02
243,80,38,2,95.37,190.74
244,81,37,4,615.34,2461.36
245,81,7,4,48.86,195.44
246,82,23,2,485.18,970.36
247,82,35,3,397.69,1193.07
248,82,31,4,756.97,3027.88
249,82,23,2,485.18,970.36
250,83,50,1,234.46,234.46
251,84,40,5,323.09,1615.4499999999998
252,85,39,2,171.02,342.04
253,85,7,4,48.86,195.44
254,85,28,2,443.75,887.5
255,85,1,1,608.99,608.99
256,85,24,5,915.8,4579.0
257,86,41,5,299.23,1496.15
258,86,20,2,377.22,754.44
259,87,31,1,756.97,756.97
260,87,27,1,276.5,276.5
261,88,43,1,553.59,553.59
262,88,32,3,898.66,2695.98
263,88,34,1,933.72,933.72
264,88,2,3,832.81,2498.43
265,88,47,4,544.74,2178.96
266,89,38,4,95.37,381.48
267,89,30,1,562.44,562.44
268,89,6,1,633.3,633.3
269,89,25,3,420.95,1262.85
270,90,16,3,838.54,2515.62
271,90,29,1,604.08,604.08
272,90,7,1,48.86,48.86
273,90,38,4,95.37,381.48
274,90,4,1,886.75,886.75
275,91,17,1,761.65,761.65
276,91,15,5,733.98,3669.9
277,91,39,4,171.02,684.08
278,91,22,2,69.0,138.0
279,91,48,3,196.02,588.0600000000001
280,92,8,3,909.42,2728.2599999999998
281,92,20,5,377.22,1886.1000000000001
282,92,48,5,196.02,980.1
283,92,37,3,615.34,1846.02
284,92,28,4,443.75,1775.0
285,93,44,2,555.7,1111.4
286,93,46,3,889.39,2668.17
287,93,49,4,857.98,3431.92
288,93,48,3,196.02,588.0600000000001
289,94,42,5,405.03,2025.1499999999999
290,94,37,3,615.34,1846.02
291,95,37,1,615.34,615.34
292,95,36,1,663.94,663.94
293,95,42,3,405.03,1215.09
294,96,15,5,733.98,3669.9
295,97,21,3,970.77,2912.31
296,97,33,3,152.92,458.76
297,97,12,1,776.83,776.83
298,98,33,3,152.92,458.76
299,99,14,1,162.85,162.85
300,99,33,3,152.92,458.76
301,99,13,1,23.65,23.65
302,99,22,5,69.0,345.0
303,99,31,5,756.97,3784.8500000000004
304,100,35,1,397.69,397.69
305,100,21,3,970.77,2912.31
306,101,3,4,754.16,3016.64
307,101,10,4,647.19,2588.76
308,101,41,1,299.23,299.23
309,101,13,3,23.65,70.94999999999999
310,101,21,2,970.77,1941.54
311,102,36,5,663.94,3319.7000000000003
312,102,41,1,299.23,299.23
313,102,15,4,733.98,2935.92
314,102,15,3,733.98,2201.94
315,102,20,5,377.22,1886.1000000000001
316,103,11,5,51.63,258.15000000000003
317,103,3,4,754.16,3016.64
318,103,16,2,838.54,1677.08
319,103,44,5,555.7,2778.5
320,104,36,3,663.94,1991.8200000000002
321,104,18,4,335.55,1342.2
322,104,27,2,276.5,553.0
323,104,26,5,199.13,995.65
324,105,45,5,264.88,1324.4
325,105,34,5,933.72,4668.6
326,106,50,4,234.46,937.84
327,106,28,2,443.75,887.5
328,106,16,4,838.54,3354.16
329,107,2,2,832.81,1665.62
330,107,21,2,970.77,1941.54
331,107,28,1,443.75,443.75
332,107,18,1,335.55,335.55
333,108,28,5,443.75,2218.75
334,108,17,3,761.65,2284.95
335,109,24,5,915.8,4579.0
336,109,30,2,562.44,1124.88
337,110,46,5,889.39,4446.95
338,111,15,5,733.98,3669.9
339,112,36,4,663.94,2655.76
340,112,45,1,264.88,264.88
341,112,17,2,761.65,1523.3
342,112,26,4,199.13,796.52
343,113,15,5,733.98,3669.9
344,113,45,5,264.88,1324.4
345,114,33,1,152.92,152.92
346,115,12,3,776.83,2330.4900000000002
347,115,42,5,405.03,2025.1499999999999
348,116,34,3,933.72,2801.16
349,116,36,2,663.94,1327.88
350,116,30,2,562.44,1124.88
351,116,11,4,51.63,206.52
352,117,22,3,69.0,207.0
353,117,39,1,171.02,171.02
354,117,29,2,604.08,1208.16
355,117,2,4,832.81,3331.24
356,118,15,3,733.98,2201.94
357,119,49,1,857.98,857.98
358,119,39,4,171.02,684.08
359,119,48,4,196.02,784.08
360,119,36,5,663.94,3319.7000000000003
361,119,27,5,276.5,1382.5
362,120,29,1,604.08,604.08
363,120,9,1,811.54,811.54
364,121,20,4,377.22,1508.88
365,121,37,3,615.34,1846.02
366,121,46,3,889.39,2668.17
367,122,43,3,553.59,1660.77
368,122,43,5,553.59,2767.9500000000003
369,123,13,4,23.65,94.6
370,123,29,3,604.08,1812.2400000000002
371,123,31,4,756.97,3027.88
372,123,50,3,234.46,703.38
373,123,18,1,335.55,335.55
374,124,34,2,933.72,1867.44
375,124,38,1,95.37,95.37
376,124,19,5,128.16,640.8
377,124,21,4,970.77,3883.08
378,124,50,1,234.46,234.46
379,125,11,2,51.63,103.26
380,126,34,5,933.72,4668.6
381,126,19,1,128.16,128.16
382,126,18,5,335.55,1677.75
383,126,16,2,838.54,1677.08
384,127,33,5,152.92,764.5999999999999
385,128,33,2,152.92,305.84
386,129,37,3,615.34,1846.02
387,129,49,4,857.98,3431.92
388,130,10,4,647.19,2588.76
389,130,16,3,838.54,2515.62
390,130,21,4,970.77,3883.08
391,130,25,1,420.95,420.95
392,130,37,3,615.34,1846.02
393,131,41,3,299.23,897.69
394,132,8,2,909.42,1818.84
395,133,32,3,898.66,2695.98
396,133,36,1,663.94,663.94
397,134,13,5,23.65,118.25
398,134,10,3,647.19,1941.5700000000002
399,134,8,1,909.42,909.42
400,134,21,3,970.77,2912.31
401,134,19,1,128.16,128.16
402,135,49,5,857.98,4289.9
403,135,29,4,604.08,2416.32
404,136,42,3,405.03,1215.09
405,137,26,3,199.13,597.39
406,137,34,1,933.72,933.72
407,137,3,4,754.16,3016.64
408,137,22,5,69.0,345.0
409,138,25,5,420.95,2104.75
410,138,35,2,397.69,795.38
411,138,17,1,761.65,761.65
412,139,9,4,811.54,3246.16
413,139,39,5,171.02,855.1
414,139,40,3,323.09,969.27
415,139,39,4,171.02,684.08
416,139,33,1,152.92,152.92
417,140,29,2,604.08,1208.16
418,140,3,3,754.16,2262.48
419,141,27,4,276.5,1106.0
420,141,3,5,754.16,3770.7999999999997
421,141,24,3,915.8,2747.3999999999996
422,142,28,3,443.75,1331.25
423,142,43,2,553.59,1107.18
424,142,42,3,405.03,1215.09
425,142,34,2,933.72,1867.44
426,143,50,3,234.46,703.38
427,143,23,5,485.18,2425.9
428,144,27,3,276.5,829.5
429,145,17,2,761.65,1523.3
430,145,40,3,323.09,969.27
431,146,7,3,48.86,146.57999999999998
432,147,32,2,898.66,1797.32
433,148,26,2,199.13,398.26
434,148,35,4,397.69,1590.76
435,148,27,1,276.5,276.5
436,149,37,5,615.34,3076.7000000000003
437,149,26,5,199.13,995.65
438,149,27,1,276.5,276.5
439,149,1,3,608.99,1826.97
440,150,50,1,234.46,234.46
441,150,23,2,485.18,970.36
442,150,37,2,615.34,1230.68
443,151,31,5,756.97,3784.8500000000004
444,151,16,5,838.54,4192.7
445,151,37,4,615.34,2461.36
446,151,28,3,443.75,1331.25
447,152,34,2,933.72,1867.44
448,153,10,5,647.19,3235.9500000000003
449,153,32,1,898.66,898.66
450,153,46,3,889.39,2668.17
451,153,20,5,377.22,1886.1000000000001
452,154,21,3,970.77,2912.31
453,154,18,3,335.55,1006.6500000000001
454,154,12,4,776.83,3107.32
455,154,16,2,838.54,1677.08
456,154,41,5,299.23,1496.15
457,155,7,5,48.86,244.3
458,156,31,2,756.97,1513.94
459,157,18,5,335.55,1677.75
460,158,35,5,397.69,1988.45
461,158,9,2,811.54,1623.08
462,158,50,2,234.46,468.92
463,158,42,4,405.03,1620.12
464,158,10,1,647.19,647.19
465,159,43,1,553.59,553.59
466,159,26,2,199.13,398.26
467,160,17,3,761.65,2284.95
468,160,24,2,915.8,1831.6
469,160,39,4,171.02,684.08
470,161,2,1,832.81,832.81
471,162,37,4,615.34,2461.36
472,162,14,4,162.85,651.4
473,163,12,5,776.83,3884.15
474,163,9,3,811.54,2434.62
475,163,20,5,377.22,1886.1000000000001
476,163,48,1,196.02,196.02
477,163,6,2,633.3,1266.6
478,164,31,3,756.97,2270.91
479,164,38,3,95.37,286.11
480,164,24,5,915.8,4579.0
481,165,22,2,69.0,138.0
482,165,39,1,171.02,171.02
483,166,39,3,171.02,513.0600000000001
484,166,11,1,51.63,51.63
485,167,48,4,196.02,784.08
486,167,12,4,776.83,3107.32
487,167,29,3,604.08,1812.2400000000002
488,167,40,2,323.09,646.18
489,168,21,2,970.77,1941.54
490,169,17,3,761.65,2284.95
491,169,5,2,330.86,661.72
492,170,6,2,633.3,1266.6
493,170,43,4,553.59,2214.36
494,170,19,5,128.16,640.8
495,170,34,2,933.72,1867.44
496,170,41,1,299.23,299.23
497,171,9,1,811.54,811.54
498,172,30,4,562.44,2249.76
499,173,26,5,199.13,995.65
500,173,42,2,405.03,810.06
501,173,31,1,756.97,756.97
502,173,2,3,832.81,2498.43
503,173,2,2,832.81,1665.62
504,174,43,3,553.59,1660.77
505,174,20,1,377.22,377.22
506,174,8,4,909.42,3637.68
507,175,21,4,970.77,3883.08
508,175,7,4,48.86,195.44
509,175,24,3,915.8,2747.3999999999996
510,175,39,2,171.02,342.04
511,175,44,2,555.7,1111.4
512,176,46,5,889.39,4446.95
513,176,12,1,776.83,776.83
514,176,20,4,377.22,1508.88
515,176,42,4,405.03,1620.12
516,177,4,4,886.75,3547.0
517,177,10,2,647.19,1294.38
518,177,22,5,69.0,345.0
519,178,42,3,405.03,1215.09
520,178,36,4,663.94,2655.76
521,178,16,2,838.54,1677.08
522,179,15,1,733.98,733.98
523,180,33,1,152.92,152.92
524,180,13,3,23.65,70.94999999999999
525,180,50,5,234.46,1172.3
526,180,15,5,733.98,3669.9
527,181,1,1,608.99,608.99
528,181,7,1,48.86,48.86
529,182,15,4,733.98,2935.92
530,182,24,4,915.8,3663.2
531,182,12,4,776.83,3107.32
532,183,31,5,756.97,3784.8500000000004
533,183,30,1,562.44,562.44
534,183,2,1,832.81,832.81
535,183,6,1,633.3,633.3
536,184,42,5,405.03,2025.1499999999999
537,184,46,2,889.39,1778.78
538,184,34,2,933.72,1867.44
539,184,1,3,608.99,1826.97
540,184,36,5,663.94,3319.7000000000003
541,185,2,5,832.81,4164.049999999999
542,186,29,4,604.08,2416.32
543,186,6,5,633.3,3166.5
544,186,13,3,23.65,70.94999999999999
545,186,24,2,915.8,1831.6
546,186,3,3,754.16,2262.48
547,187,8,5,909.42,4547.099999999999
548,187,42,1,405.03,405.03
549,187,35,1,397.69,397.69
550,187,21,5,970.77,4853.85
551,187,32,1,898.66,898.66
552,188,42,3,405.03,1215.09
553,189,16,1,838.54,838.54
554,189,10,3,647.19,1941.5700000000002
555,189,42,4,405.03,1620.12
556,190,28,1,443.75,443.75
557,190,9,2,811.54,1623.08
558,190,31,4,756.97,3027.88
559,190,34,3,933.72,2801.16
560,190,39,1,171.02,171.02
561,191,43,2,553.59,1107.18
562,191,12,1,776.83,776.83
563,191,17,1,761.65,761.65
564,191,20,4,377.22,1508.88
565,191,7,2,48.86,97.72
566,192,30,2,562.44,1124.88
567,192,7,4,48.86,195.44
568,192,37,5,615.34,3076.7000000000003
569,192,15,3,733.98,2201.94
570,193,50,4,234.46,937.84
571,193,44,3,555.7,1667.1000000000001
572,193,13,4,23.65,94.6
573,193,3,2,754.16,1508.32
574,194,38,2,95.37,190.74
575,194,41,5,299.23,1496.15
576,195,14,4,162.85,651.4
577,196,43,3,553.59,1660.77
578,197,31,3,756.97,2270.91
579,197,8,5,909.42,4547.099999999999
580,197,20,5,377.22,1886.1000000000001
581,197,17,5,761.65,3808.25
582,197,16,1,838.54,838.54
583,198,35,2,397.69,795.38
584,198,1,1,608.99,608.99
585,198,28,2,443.75,887.5
586,198,8,4,909.42,3637.68
587,199,44,2,555.7,1111.4
588,199,13,4,23.65,94.6
589,199,10,3,647.19,1941.5700000000002
590,199,3,3,754.16,2262.48
591,200,3,1,754.16,754.16
592,201,46,2,889.39,1778.78
593,201,34,3,933.72,2801.16
594,201,3,5,754.16,3770.7999999999997
595,201,48,1,196.02,196.02
596,202,20,1,377.22,377.22
597,202,43,1,553.59,553.59
598,202,3,3,754.16,2262.48
599,203,8,2,909.42,1818.84
600,203,49,2,857.98,1715.96
601,203,28,3,443.75,1331.25
602,203,39,3,171.02,513.0600000000001
603,203,27,3,276.5,829.5
604,204,16,2,838.54,1677.08
605,205,5,3,330.86,992.58
606,205,42,4,405.03,1620.12
607,205,22,2,69.0,138.0
608,205,8,3,909.42,2728.2599999999998
609,205,7,3,48.86,146.57999999999998
610,206,10,1,647.19,647.19
611,207,49,1,857.98,857.98
612,207,2,1,832.81,832.81
613,207,16,5,838.54,4192.7
614,207,6,2,633.3,1266.6
615,208,31,1,756.97,756.97
616,208,41,2,299.23,598.46
617,208,2,3,832.81,2498.43
618,209,19,4,128.16,512.64
619,209,38,1,95.37,95.37
620,209,46,2,889.39,1778.78
621,209,22,3,69.0,207.0
622,209,47,1,544.74,544.74
623,210,32,2,898.66,1797.32
624,211,14,5,162.85,814.25
625,211,37,1,615.34,615.34
626,211,29,2,604.08,1208.16
627,212,50,1,234.46,234.46
628,212,31,4,756.97,3027.88
629,212,10,1,647.19,647.19
630,213,40,5,323.09,1615.4499999999998
631,213,48,4,196.02,784.08
632,213,11,5,51.63,258.15000000000003
633,213,3,4,754.16,3016.64
634,213,32,5,898.66,4493.3
635,214,5,2,330.86,661.72
636,215,44,3,555.7,1667.1000000000001
637,215,22,2,69.0,138.0
638,216,7,4,48.86,195.44
639,216,20,2,377.22,754.44
640,217,40,4,323.09,1292.36
641,217,18,2,335.55,671.1
642,218,43,1,553.59,553.59
643,218,49,4,857.98,3431.92
644,218,32,2,898.66,1797.32
645,219,27,3,276.5,829.5
646,219,4,2,886.75,1773.5
647,219,10,4,647.19,2588.76
648,219,26,1,199.13,199.13
649,219,18,2,335.55,671.1
650,220,17,2,761.65,1523.3
651,220,32,3,898.66,2695.98
652,220,31,2,756.97,1513.94
653,221,7,4,48.86,195.44
654,222,6,4,633.3,2533.2
655,222,12,5,776.83,3884.15
656,222,41,4,299.23,1196.92
657,222,7,1,48.86,48.86
658,222,46,2,889.39,1778.78
659,223,49,1,857.98,857.98
660,223,7,3,48.86,146.57999999999998
661,224,17,5,761.65,3808.25
662,224,26,2,199.13,398.26
663,224,31,3,756.97,2270.91
664,224,20,5,377.22,1886.1000000000001
665,225,5,3,330.86,992.58
666,225,45,2,264.88,529.76
667,225,23,3,485.18,1455.54
668,225,30,1,562.44,562.44
669,226,49,4,857.98,3431.92
670,227,28,4,443.75,1775.0
671,227,43,4,553.59,2214.36
672,227,43,3,553.59,1660.77
673,228,34,1,933.72,933.72
674,228,27,1,276.5,276.5
675,228,2,1,832.81,832.81
676,228,22,4,69.0,276.0
677,228,28,3,443.75,1331.25
678,229,29,4,604.08,2416.32
679,229,20,5,377.22,1886.1000000000001
680,229,49,4,857.98,3431.92
681,229,20,3,377.22,1131.66
682,229,30,3,562.44,1687.3200000000002
683,230,38,4,95.37,381.48
684,230,9,5,811.54,4057.7
685,230,38,3,95.37,286.11
686,230,39,3,171.02,513.0600000000001
687,231,20,4,377.22,1508.88
688,231,18,1,335.55,335.55
689,231,41,5,299.23,1496.15
690,231,23,3,485.18,1455.54
691,231,35,4,397.69,1590.76
692,232,22,3,69.0,207.0
693,232,5,3,330.86,992.58
694,232,37,5,615.34,3076.7000000000003
695,232,1,5,608.99,3044.95
696,232,43,2,553.59,1107.18
697,233,22,5,69.0,345.0
698,233,30,4,562.44,2249.76
699,234,34,1,933.72,933.72
700,234,8,5,909.42,4547.099999999999
701,234,26,4,199.13,796.52
702,234,18,3,335.55,1006.6500000000001
703,235,46,3,889.39,2668.17
704,236,1,5,608.99,3044.95
705,236,8,4,909.42,3637.68
706,236,17,4,761.65,3046.6
707,236,43,3,553.59,1660.77
708,236,18,4,335.55,1342.2
709,237,38,4,95.37,381.48
710,237,29,5,604.08,3020.4
711,237,10,1,647.19,647.19
712,237,40,5,323.09,1615.4499999999998
713,237,32,5,898.66,4493.3
714,238,25,1,420.95,420.95
715,238,46,4,889.39,3557.56
716,239,25,1,420.95,420.95
717,239,38,3,95.37,286.11
718,239,11,1,51.63,51.63
719,240,26,4,199.13,796.52
720,240,32,4,898.66,3594.64
721,241,2,3,832.81,2498.43
722,241,21,4,970.77,3883.08
723,241,46,4,889.39,3557.56
724,242,32,5,898.66,4493.3
725,242,42,3,405.03,1215.09
726,242,4,2,886.75,1773.5
727,242,42,4,405.03,1620.12
728,242,39,1,171.02,171.02
729,243,12,3,776.83,2330.4900000000002
730,243,7,2,48.86,97.72
731,243,29,4,604.08,2416.32
732,243,30,1,562.44,562.44
733,244,50,2,234.46,468.92
734,244,13,5,23.65,118.25
735,244,40,2,323.09,646.18
736,244,30,5,562.44,2812.2000000000003
737,245,49,1,857.98,857.98
738,245,19,1,128.16,128.16
739,245,42,3,405.03,1215.09
740,245,31,1,756.97,756.97
741,246,35,5,397.69,1988.45
742,246,43,5,553.59,2767.9500000000003
743,247,9,4,811.54,3246.16
744,247,43,5,553.59,2767.9500000000003
745,247,21,4,970.77,3883.08
746,248,44,3,555.7,1667.1000000000001
747,248,11,1,51.63,51.63
748,248,32,2,898.66,1797.32
749,249,30,4,562.44,2249.76
750,249,25,4,420.95,1683.8
751,250,30,4,562.44,2249.76
752,250,3,4,754.16,3016.64
753,250,36,3,663.94,1991.8200000000002
754,250,26,3,199.13,597.39
755,250,11,5,51.63,258.15000000000003
756,251,47,1,544.74,544.74
757,251,25,5,420.95,2104.75
758,251,17,5,761.65,3808.25
759,251,17,2,761.65,1523.3
760,251,11,1,51.63,51.63
761,252,46,5,889.39,4446.95
762,252,19,5,128.16,640.8
763,253,49,1,857.98,857.98
764,253,14,2,162.85,325.7
765,254,48,1,196.02,196.02
766,255,15,5,733.98,3669.9
767,255,18,1,335.55,335.55
768,255,3,5,754.16,3770.7999999999997
769,255,22,2,69.0,138.0
770,256,45,4,264.88,1059.52
771,257,30,5,562.44,2812.2000000000003
772,257,19,4,128.16,512.64
773,257,8,4,909.42,3637.68
774,258,7,3,48.86,146.57999999999998
775,258,5,2,330.86,661.72
776,258,35,3,397.69,1193.07
777,258,9,2,811.54,1623.08
778,258,4,1,886.75,886.75
779,259,39,4,171.02,684.08
780,259,34,4,933.72,3734.88
781,260,44,3,555.7,1667.1000000000001
782,260,43,4,553.59,2214.36
783,260,7,1,48.86,48.86
784,260,18,2,335.55,671.1
785,260,1,4,608.99,2435.96
786,261,38,3,95.37,286.11
787,262,14,4,162.85,651.4
788,262,7,3,48.86,146.57999999999998
789,262,40,3,323.09,969.27
790,263,1,5,608.99,3044.95
791,263,1,5,608.99,3044.95
792,263,50,2,234.46,468.92
793,263,25,2,420.95,841.9
794,263,25,5,420.95,2104.75
795,264,1,5,608.99,3044.95
796,264,13,4,23.65,94.6
797,264,39,2,171.02,342.04
798,265,21,3,970.77,2912.31
799,266,4,5,886.75,4433.75
800,266,47,2,544.74,1089.48
801,266,10,2,647.19,1294.38
802,266,49,3,857.98,2573.94
803,267,17,1,761.65,761.65
804,268,49,3,857.98,2573.94
805,269,23,1,485.18,485.18
806,269,43,5,553.59,2767.9500000000003
807,269,19,2,128.16,256.32
808,269,21,5,970.77,4853.85
809,269,11,3,51.63,154.89000000000001
810,270,33,1,152.92,152.92
811,270,15,3,733.98,2201.94
812,270,18,2,335.55,671.1
813,271,29,2,604.08,1208.16
814,271,24,3,915.8,2747.3999999999996
